stat_id,AI,CAV,Ds575,Ds595,PGA,PGV,pSA_0.010000000000,pSA_0.010722672220,pSA_0.011497569954,pSA_0.012328467394,pSA_0.013219411485,pSA_0.014174741629,pSA_0.015199110830,pSA_0.016297508346,pSA_0.017475284000,pSA_0.018738174229,pSA_0.02,pSA_0.020092330026,pSA_0.021544346900,pSA_0.023101297001,pSA_0.024770763560,pSA_0.026560877829,pSA_0.028480358684,pSA_0.030538555088,pSA_0.032745491629,pSA_0.035111917342,pSA_0.037649358068,pSA_0.040370172586,pSA_0.043287612811,pSA_0.046415888336,pSA_0.049770235643,pSA_0.05,pSA_0.053366992312,pSA_0.057223676594,pSA_0.061359072734,pSA_0.065793322466,pSA_0.070548023107,pSA_0.075646332755,pSA_0.081113083079,pSA_0.086974900262,pSA_0.093260334688,pSA_0.1,pSA_0.107226722201,pSA_0.114975699540,pSA_0.123284673944,pSA_0.132194114847,pSA_0.141747416293,pSA_0.151991108295,pSA_0.162975083462,pSA_0.174752840001,pSA_0.187381742286,pSA_0.2,pSA_0.200923300257,pSA_0.215443469003,pSA_0.231012970008,pSA_0.247707635599,pSA_0.265608778295,pSA_0.284803586844,pSA_0.3,pSA_0.305385550883,pSA_0.327454916288,pSA_0.351119173422,pSA_0.376493580679,pSA_0.4,pSA_0.403701725860,pSA_0.432876128108,pSA_0.464158883361,pSA_0.497702356433,pSA_0.5,pSA_0.533669923121,pSA_0.572236765935,pSA_0.613590727341,pSA_0.657933224658,pSA_0.705480231072,pSA_0.75,pSA_0.756463327555,pSA_0.811130830790,pSA_0.869749002618,pSA_0.932603346883,pSA_1.0,pSA_1.072267222010,pSA_1.149756995398,pSA_1.232846739442,pSA_1.321941148466,pSA_1.417474162927,pSA_1.519911082953,pSA_1.629750834621,pSA_1.747528400008,pSA_1.873817422860,pSA_10.0,pSA_2.0,pSA_2.009233002565,pSA_2.154434690032,pSA_2.310129700083,pSA_2.477076355992,pSA_2.656087782947,pSA_2.848035868436,pSA_3.0,pSA_3.053855508833,pSA_3.274549162878,pSA_3.511191734215,pSA_3.764935806792,pSA_4.0,pSA_4.037017258597,pSA_4.328761281083,pSA_4.641588833613,pSA_4.977023564332,pSA_5.0,pSA_5.336699231206,pSA_5.722367659350,pSA_6.135907273413,pSA_6.579332246576,pSA_7.054802310719,pSA_7.5,pSA_7.564633275546,pSA_8.111308307897,pSA_8.697490026178,pSA_9.326033468832
stat_1,0.6103659886374098,-0.05634588895492319,-0.664771635417091,-0.598816027674013,0.5876543058057373,0.3602389969424488,0.5920951578002217,0.5931154732713365,0.5956792490369021,0.5983606747852901,0.6012831880186669,0.6108916047656697,0.6274492528497395,0.6527803240918293,0.6299382432348439,0.6059182690263868,0.5937680040982047,0.593037782968996,0.5856757083653779,0.5823408345401847,0.581984017941116,0.5868332894062326,0.5876613817076898,0.5752473590014987,0.5705561187257338,0.587727278980668,0.6008472996217553,0.5871037672343052,0.5540452221735784,0.5453671383185422,0.5449193612340635,0.5459164520937511,0.5292608797215246,0.5104716540593349,0.4871049553670345,0.49502170380169974,0.5090341967210632,0.5507878939217884,0.543040520272658,0.5602580512891561,0.6072825830343654,0.7158962640406715,0.6992053841769386,0.7290861708935933,0.7181983805404979,0.7158794056130834,0.7916340744770325,0.790678193166494,0.7981446341813956,0.7969489403475076,0.809440186584049,0.8035424852898869,0.8022590333368952,0.7563717804608228,0.6645545090785401,0.6245314391727145,0.5598974530534926,0.5009097283228161,0.44661599950918673,0.42819458388292625,0.3450161583769498,0.2995128094717404,0.28038024254954,0.2316256310109211,0.2316948241778598,0.20852814196524747,0.16972603815843904,0.15741383976139378,0.15793566390182937,0.16792506838871968,0.13225294045808214,0.04552450137396356,-0.01404896376512549,-0.060672070851201215,-0.030096678532599147,-0.02833153943464941,-0.040977781969003285,-0.07209941576495377,-0.06834227538989607,-0.057684691861170284,-0.06912708851913985,-0.08606278490362725,-0.0609735037132331,-0.028656691027574316,-0.03505246335883341,-0.0945249213669367,-0.21795967506914687,-0.3539816657961926,-0.43193525859960863,-0.40389163470610884,-0.3797229825007751,-0.37178228346019915,-0.2565625737924454,-0.2173546184179191,-0.23477002563248756,-0.2537206379820325,-0.2916527642414104,-0.2997366581783836,-0.3077800482084865,-0.3074191585162291,-0.2997428422538808,-0.2945285474038462,-0.2541377803835408,-0.24802677646460394,-0.26893865713967136,-0.29980573275053557,-0.3004127330378586,-0.30031567829291395,-0.258884648214143,-0.2487193942402121,-0.3313633049394334,-0.41489885351098166,-0.4791624387347879,-0.5433385368811522,-0.5491227661588475,-0.5620583691045387,-0.5633502925313122,-0.5115766451812623
stat_102,0.17868055792124918,-0.01747155998394514,-0.47915174989307646,-0.37319263754379406,0.2102174794730704,0.086157449546893,0.20685852263659116,0.2083821709831798,0.20577512746263923,0.20171549384510112,0.20572963844374803,0.20551870530439653,0.19759875616057643,0.18936032125421398,0.1950930470634307,0.18954475283359687,0.18615064598094808,0.18402337171887476,0.16821079814754303,0.1694617634736201,0.16885338952590673,0.16441790975195508,0.16636889765856108,0.1542978219561665,0.13812585254735804,0.1700031186106005,0.19294954746747053,0.22315370573540586,0.22965671959243,0.2473182682688861,0.252060528908859,0.2524516402726701,0.24866089054744098,0.2756960540525229,0.3005510903003153,0.3284534697573026,0.36002722380976104,0.3946543453491116,0.3799677633539972,0.33777602594389766,0.3413537703119214,0.4055372290589281,0.43570943142413926,0.49425805571607134,0.434422557107234,0.42766762403321007,0.42713101225644806,0.4044784508544659,0.3994194025234038,0.3227207407042948,0.25260574288346527,0.22692864310240204,0.22707390866559982,0.22697915109530536,0.21135682037523168,0.1736029961102577,0.12252912353834716,0.09474153344799632,0.09732618758112378,0.09962060973558312,0.0995273486095068,0.09216545631363153,0.07932763902215728,0.042567326725243416,0.03345751432419115,0.001989154883348244,0.0035083611720583044,0.010824650997953393,0.012233216362807844,0.019328085759917867,0.03630130300443753,0.03026476500388597,0.06527608215688636,0.10270447765832569,0.12562099971387014,0.12425092833029233,0.10358983647730971,0.06347830922884722,0.02676316000153251,-0.03141976469517472,-0.04005085290569085,-0.0489107655110601,-0.04306026033320016,-0.0884314027767062,-0.10603381394586532,-0.11620404352893544,-0.11690033958968131,-0.11142870334683015,-0.09121094848562025,0.03508189201529573,-0.09290541723916057,-0.0923901214549342,-0.08300802619378475,-0.0745716671424505,-0.06721505613125082,-0.0618508858794095,-0.04007159658770159,-0.02128975422181221,-0.016288584663821368,0.005185546704053028,0.018651861670750614,0.030328226022677623,0.03824572134214132,0.0397977228535011,0.03505743772963092,0.0333631964734283,0.029816243356404138,0.02964893178875896,0.02819924372778197,0.026102276870622478,0.02314574778468725,0.02366233782690507,0.025408638337879572,0.023883834323373435,0.02373328126745762,0.02397579143365339,0.026236337895424747,0.03175492898597704
stat_103,0.15795580475772011,0.21476692113792306,0.049163397107168424,0.23459080934310989,0.005604611230103526,-0.10737644097318222,0.011825497188292167,0.011237293194515777,0.011242243186675263,0.010447505209094566,0.009571639303857293,0.009170187205708702,0.007010834634858565,0.00442558457776303,0.00502610501016112,0.003956690147828978,0.0026875366056209847,0.0025709190590540516,5.172924116938078e-05,-0.0008675276540614677,-0.004230045399275359,-0.007532743398580279,-0.01054510186407132,-0.012504518560227362,-0.007920738777665182,-0.005226805738326355,-0.003591291504414178,-0.00394494899483816,0.005969213835215309,0.015133106334136077,0.037003465920557914,0.03896759334032562,0.06351467136757863,0.09155158860906927,0.07980914488965968,0.07176178036664894,0.060546684354961564,0.12312041072073998,0.2224114709027051,0.2826678209652057,0.2642798240175299,0.18301860497366382,0.09251116948985555,0.04011477507593434,0.03722185553521051,0.03733929529146886,0.057277924010015045,0.09435329253622406,0.14914114419799704,0.19379652451764273,0.1489770030814937,0.0518854339608122,0.046952113986388114,-0.006986328031943179,-0.005636889098961964,0.03977773891094069,0.07762112669786184,0.14212829581653713,0.1794322085104215,0.1870772291979452,0.22475497918876972,0.20263010634880393,0.17518525499812113,0.12513784246944365,0.1180126714045244,0.05606076822895755,-0.05908397701144867,-0.22029497099333734,-0.2305289553358017,-0.3618475681413788,-0.43438813196296583,-0.4484798414242146,-0.4341489214855051,-0.3768919795497044,-0.3542239599307599,-0.35335742185351876,-0.333250344150796,-0.33551158975348633,-0.35131143177263613,-0.36758384031798524,-0.37605722600032787,-0.44170465099488576,-0.4803331974742324,-0.47158912984806867,-0.4141989727565077,-0.3479547756768462,-0.26367851311252355,-0.19552545092499668,-0.16393223623599643,-0.13688771356319285,-0.17660778464276472,-0.17734369718247148,-0.17520453353850474,-0.16614696411369717,-0.1551055192922483,-0.13908604130728855,-0.1392022855805811,-0.13081913108104404,-0.12770600479166228,-0.1256808036137952,-0.13577696981230897,-0.12334075666060855,-0.12007590234376389,-0.11977318458869025,-0.12329431405640688,-0.1539925549306802,-0.16864333420889144,-0.16915021096395388,-0.18368354065336365,-0.2011587021801262,-0.20067288547974302,-0.19436887081628842,-0.20505667358880755,-0.19050402799211544,-0.18815117545555343,-0.18078107243399028,-0.18053714176824281,-0.15987195590710446
stat_106,-0.5545184111391821,-0.10413253965856055,0.32359428843014765,0.3822588061761752,-0.46360677242534737,-0.2414231105529727,-0.45619751301576067,-0.4555770481503526,-0.4566012538668594,-0.4537065114729297,-0.4331596105481212,-0.44027708734452187,-0.4355785535824752,-0.4228699006970014,-0.43270358977263085,-0.42265153799039573,-0.41977245775761557,-0.4184742013965961,-0.3972370130242204,-0.3994343018256383,-0.4387972706296318,-0.4721272763781834,-0.5023303118905086,-0.5085656495106654,-0.5119922989341718,-0.5276891959400883,-0.5465340477429708,-0.5570040249812869,-0.5658248468193381,-0.5805952747773244,-0.5900690694525589,-0.5901026665450332,-0.605252195062555,-0.634599218175253,-0.6637899833000386,-0.6751210091149944,-0.6793575897738842,-0.6440790955693129,-0.6483887544899781,-0.6345251732486032,-0.6740013607901457,-0.71475679605931,-0.7238681222100848,-0.7279548547042334,-0.6476736734092181,-0.5992153824970415,-0.5152856512434979,-0.40720867239841446,-0.32947946269763706,-0.3275920458451748,-0.2771333717595208,-0.2588503967805634,-0.25629268351081863,-0.27722859594216265,-0.2586933878349169,-0.17058803568660152,-0.09533311194347385,-0.08544478022033355,-0.13482943457065033,-0.15498063042694069,-0.1378352007365664,-0.12866968011697974,-0.18701165245361945,-0.24386933303159097,-0.2516732730614866,-0.25830087368476107,-0.28638151239973086,-0.36186040365730726,-0.3644904286247655,-0.45035882183580433,-0.4608507460026836,-0.4493210226401636,-0.38041458720571364,-0.31668377599368946,-0.31465285106092405,-0.31916794105075824,-0.29984645953675926,-0.26744646263260374,-0.24911970081291737,-0.23990197748521935,-0.2734367059885524,-0.22734425236667033,-0.13580606964613337,-0.1309615481050563,-0.1744743546832863,-0.12618060705945783,-0.027853539590765964,0.0060629619914532515,0.07775510696818265,-0.13787758896266372,0.09691522366058966,0.09769170418905122,0.01955391743364004,0.05318007930208865,0.10398123822862665,0.1168465089759503,0.08990818614610663,0.08280126893348783,0.08393125092361378,0.08708045026549927,0.04246238041595902,-0.006082304565551482,-0.03867846831635317,-0.03916812502728097,-0.061058875822856865,-0.05833173386276877,-0.06992337465041193,-0.06736805825110029,-0.05205391614145586,-0.041878977215079084,-0.0635106120195373,-0.08215727810925062,-0.10051662826968182,-0.14132795795487735,-0.13978416889960832,-0.12891298395654296,-0.11552324539815202,-0.11802839916828216
stat_107,-0.5142611446794254,-0.2952964770524634,-0.038329284406698694,-0.019910513094090133,-0.28375950218326723,-0.25601961221119574,-0.27567961021324805,-0.27603686684693557,-0.27636060000132134,-0.2766704365981423,-0.27703084247936793,-0.27722115499848143,-0.28013297363915046,-0.28274401640457414,-0.28345861376135045,-0.288052698427653,-0.2892727645025099,-0.2893322790988948,-0.2892357381331172,-0.2931767439142146,-0.2974643867478337,-0.30850977076136704,-0.31396544950901806,-0.319994999873004,-0.3276628353120514,-0.34851740258989305,-0.3711384337385013,-0.3695599094778089,-0.34669293302422577,-0.34736966667330504,-0.3437227341012091,-0.3452497236196987,-0.3309910884980523,-0.3752341062568439,-0.377418496852258,-0.38884173360965224,-0.4299535294359657,-0.4059490488713028,-0.34518230402841005,-0.32078592745488216,-0.34704031195126084,-0.3564593816501314,-0.3140734443992768,-0.24665826339606223,-0.17542030902651076,-0.11337924274276408,-0.0997928806335279,-0.06822498617395478,-0.06231163093331902,-0.07800366395428333,-0.07838062662123074,-0.13706326200038682,-0.1424268162243872,-0.24095926059034897,-0.33362344446635084,-0.31897272054906906,-0.3015733063376822,-0.2911210000234207,-0.3197510511075896,-0.32517985569474067,-0.3213414253814552,-0.2838149959744504,-0.25337282382355875,-0.24913268914057524,-0.24683139777189037,-0.21268272593094353,-0.23663796875582302,-0.2605114850491644,-0.25958580715140345,-0.2501603249200951,-0.30383209653077814,-0.34345510583647143,-0.39541896230439794,-0.41245638725577577,-0.4158850738673423,-0.4148030047363128,-0.4444852587467065,-0.4517294554490309,-0.31660377795731676,-0.2532934665003795,-0.3218268541583901,-0.3250103688356462,-0.3547582183436385,-0.30775515305642864,-0.25916451304029964,-0.2612538739766093,-0.25816858571341855,-0.23686024359137106,-0.22955554060741346,-0.2673259202335637,-0.23149119856473202,-0.2247013818519629,-0.1849942527566818,-0.12729966523490824,-0.10806336971675708,-0.041277074099111515,-0.018959315495638396,-0.020672376999451167,-0.020341984112655916,-0.03551290280346186,-0.03394984933545374,-0.04861541913589389,-0.06011468662004983,-0.06404273447119169,-0.10161506615631703,-0.1133714467771087,-0.09664377152418219,-0.09466821034698726,-0.07964963543182715,-0.07900493440970048,-0.10376554159125016,-0.12433332565364913,-0.16241606358849223,-0.16633147512105032,-0.1669848864490948,-0.18142674325484484,-0.21067098588525057,-0.24195890829855365
stat_109,0.029320895346233274,0.01529579972287944,-0.016222335595189933,0.08105674364040236,-0.013007583024662116,0.09205088859300524,-0.0074397892144176915,-0.0059036258708535586,-0.006588834605010185,-0.002026005979087402,-0.0013170093459374899,-0.0004159825775048912,0.0015432309760925057,0.0003307632340245841,0.001061334140849271,-0.006407264746930438,-0.012664148514560426,-0.012658478224371572,-0.009882301418851656,-0.020194851406861412,-0.022648301996280058,-0.021557526407566183,-0.025296038881960053,-0.032415850422407216,-0.035212110597138,-0.04601466982258432,-0.044460170678487454,-0.03683827977218831,-0.0038645675761223913,-0.030633189966217982,-0.05448267661109969,-0.055448952018701564,-0.07740887971096494,-0.11148113798627886,-0.10897770594583013,-0.12981614795224747,-0.14385369738039133,-0.1439075000687693,-0.1301911397792393,-0.13535502037184882,-0.12909617221091543,-0.15633828584244042,-0.18322222717599038,-0.18733699695933917,-0.1508843882288903,-0.13854199720460278,-0.09964417027112214,-0.05799942284063154,0.007958249312797858,0.02562523517955071,0.005437208647773632,0.06061372984382312,0.06304285352778727,0.035101672758653224,-0.03556299374019279,0.01894166710549325,0.04907551448232719,0.12124250716397637,0.15771834755193032,0.1681335450085225,0.2209777059677376,0.23198034689750896,0.17322261172832376,0.15113691376163474,0.15003503107462307,0.09164731726631839,0.07906345024726523,0.08607202644550196,0.08718119245739447,0.03966941742320237,0.00816328098497175,0.016828200036696488,0.009066496166540356,0.008119982033762182,0.051041105659915494,0.056605145682092954,0.08856742952996578,0.08606686419706497,0.045794688138016626,0.029573773473236892,0.07118952986800788,0.0965047234514307,0.07462613136092555,0.05852940518360254,0.050728978368593934,0.05219560955743168,0.008192049841579691,0.014999736505609287,0.05926224050084458,0.1454795800713177,0.08063577920502059,0.08142918345516514,0.060274709581515325,0.03458780864042843,-0.012417655196474501,-0.032055136595215916,-0.018784876937530497,0.019365563616202012,0.03368517177893083,0.09161228882085869,0.10723739836963397,0.09807552046278999,0.09612651883921282,0.09461648811182437,0.07897494410936816,0.09256108834839215,0.1074676719742539,0.10783912176463326,0.12031600214559778,0.12606396837099246,0.1153527799132957,0.12023742548960177,0.14214128521039307,0.14800471123658207,0.14761951949142266,0.14856941260171586,0.14202845572798994,0.129889603023861
stat_110,-0.49055174824847675,-0.18616040338737358,0.106063441207503,0.08930238778395938,-0.33928868632402687,-0.16889514470250772,-0.3293827155475013,-0.3296703036077555,-0.3302528205770044,-0.3308480704078215,-0.33197348064683746,-0.3337686366589629,-0.33679736412480543,-0.33675265375515584,-0.3355153248848095,-0.33588630692784216,-0.3373823963477918,-0.33744536712066187,-0.342551630765614,-0.34505882608956523,-0.34705271530459564,-0.34956079656538214,-0.35263914231946625,-0.35425603174839443,-0.3504827716812323,-0.35014379011779073,-0.3497165967994641,-0.3498989971196367,-0.35937091883720323,-0.3610290738318996,-0.34581032420301133,-0.3438570247482495,-0.32032862941052426,-0.285889609945987,-0.2595539350463469,-0.2501406713887204,-0.24838145421089902,-0.2572485641020519,-0.25437757763911784,-0.27050957243376905,-0.30610891499230974,-0.33281429833417725,-0.32247769463253123,-0.32646442927268876,-0.34529652841822994,-0.35053467712461783,-0.3398414939324137,-0.33139078340959244,-0.375587624967217,-0.43380326592868146,-0.449263223099563,-0.42987987039204106,-0.4275062172529341,-0.4250383564683447,-0.45240134311911784,-0.45805919596807443,-0.43473841048709116,-0.3902356558085597,-0.3463298867332192,-0.3331962675452081,-0.3023656951177987,-0.29823205011896814,-0.28942987738453807,-0.2679739571251925,-0.26215698375629093,-0.2237004762169824,-0.18673623386492283,-0.07649488327884728,-0.06682427863250551,0.056454898487088234,0.1869463975558311,0.2952413502127271,0.3851610878032524,0.40010075067527257,0.3668219992813731,0.35871370145791104,0.2939072373462892,0.2202441123690777,0.1743535827984051,0.12130498115143064,0.12610220571647443,0.10817395436340474,0.08955402143808928,0.0825358425880419,0.11010592440236298,0.14569879307987552,0.15021680519816552,0.16799109358466183,0.18237126237378523,-0.013801158725218744,0.1990183690431833,0.20083030616064157,0.21781609815386777,0.23136776687117616,0.24742264140189743,0.238024678627353,0.20324403271387878,0.16188494866506353,0.1496439857426895,0.12076018200051274,0.10527962346096044,0.10293498506458312,0.11547861316903067,0.11665033071117219,0.10332068812804335,0.08923044013973357,0.07992888817767779,0.08048752036181651,0.08581400585719322,0.090349217919513,0.0923332419179969,0.08733314804704327,0.08766473450039257,0.0734257933583833,0.07030881048860084,0.05418716163934807,0.03712246666284541,0.0045156565502790244
stat_113,0.07559050225372067,-0.06465311099972777,-0.17685175968280828,-0.23974670840860035,0.20328886797895762,0.035941845417339205,0.21364447489552235,0.21337240221487475,0.21360808321065256,0.21358758026234756,0.21289035730303385,0.21254550175933676,0.21269931222557348,0.211782377551059,0.2128396615790766,0.21753558728403932,0.222592219829191,0.2227611918993822,0.2230840749968085,0.22201817213081407,0.2209409571400967,0.22614903330989555,0.23190425075230484,0.2396484384327262,0.2693114705503648,0.2999095899853706,0.3288383715330626,0.32563282259157306,0.33404075598077015,0.36727855776944557,0.45356525765825667,0.4579814220229654,0.5113587146042133,0.5187691268947385,0.49252524989761376,0.40845412634469175,0.31873879990177817,0.2784511250407975,0.2426601792264288,0.21559160202961747,0.18688762770148504,0.18825608530303026,0.16185506903531074,0.12125547322531727,0.08151845842600679,0.07314756157749464,0.03829683956529486,-0.0003305265196051046,-0.04026829649437638,-0.028530406146424245,0.00816079724368617,-0.018318150020737722,-0.0197887641691879,-0.018859361249682127,0.005680822123309127,0.03673232301344515,0.041575820313314166,0.026532118472298267,-0.0006048957445120106,-0.011045441130837406,-0.011713319353710686,-0.032588673747404436,-0.04625750868212587,-0.03449583574185658,-0.028272749886303142,0.01284855502779597,-0.0027291888205133582,0.014532918022627947,0.015055835985920472,0.042143348125593956,0.07698368655718009,0.09997756644389028,0.13572412076137325,0.1680344527187873,0.1818708959949322,0.18565263412957958,0.18174318864749697,0.14612740139754363,0.09644342715545956,0.049344428662272094,0.03700257538077138,-0.011110556560742203,-0.046287278700375106,-0.07276199707458028,-0.06578120808697661,-0.0713850413235226,-0.07975464157469507,-0.08976062553057304,-0.08810120074468954,-0.1538381311207419,-0.08464747287937122,-0.08376396245344586,-0.07052606369270824,-0.0652062405690396,-0.06605378670976206,-0.07178144834839657,-0.09443134795164342,-0.1044274502754944,-0.10646710178458514,-0.11648885226245927,-0.11135202322906851,-0.09827041977658596,-0.08677889929331245,-0.08453121385832736,-0.08562011675357412,-0.10895421433444036,-0.11842150638058678,-0.11835914551588718,-0.10927639886272869,-0.10085828577567534,-0.08464151411834303,-0.1005835662605436,-0.11862480350605838,-0.12783034031843163,-0.12848122197999176,-0.13382239014770625,-0.13285380968457214,-0.14272722674130625
stat_115,0.5820938797899788,0.483020774858818,0.4426703134462674,0.3045159762186198,-0.017271516586302535,0.1980718677005684,-0.01634855501649082,-0.01684868419644674,-0.017134887365811587,-0.01785555811939495,-0.018087062857210942,-0.019030416893682428,-0.020833919056035044,-0.022625667451269763,-0.022578417282041244,-0.023790311380560918,-0.026390598314892454,-0.02665275424020855,-0.02942116700413561,-0.02990908657828259,-0.02973394778076621,-0.03250668870421432,-0.03536085528863347,-0.04009127343374697,-0.04325925006646487,-0.04216717609382805,-0.04442315204909169,-0.051925194617558575,-0.05850431808358587,-0.05488811576355267,-0.07131122906903599,-0.07189564854262197,-0.07729259655461163,-0.07889581864877959,-0.10042363856161544,-0.12013317491237732,-0.14197469954367944,-0.16700411160943504,-0.17633544237818588,-0.21744268932469785,-0.2820528770914621,-0.3156746137540049,-0.32191943881544516,-0.29107103427841824,-0.22083489710232118,-0.07725931848995396,0.00014486553748956725,0.010544936424447456,-0.04120979995648116,-0.09605317123214549,-0.11858138748987224,-0.11574812546213156,-0.11467861630188939,-0.11489553114501215,-0.12494258751632219,-0.08278458580430306,-0.05159207204469998,-0.02388632440427745,0.014096152745332245,0.04173237045533616,0.156060938689005,0.23278285905021578,0.3305568499027716,0.4132698354756152,0.4175652110218144,0.45708158807496746,0.5045122325001214,0.523332718991547,0.5229688863109829,0.53115745292459,0.5549472066315516,0.5716974968478332,0.5213800579175966,0.5067976144176982,0.47790210237655273,0.47081287869909727,0.47051955407387736,0.39614681267315055,0.3630065178977972,0.3774624874942373,0.3929363971059073,0.40348457713780395,0.3912467313663394,0.39642516338777894,0.3486442228386362,0.32666816329074405,0.3389455058626532,0.31424397223784556,0.2932118748420441,0.2645572760320578,0.29524251276917934,0.29556482338719686,0.29549201624935695,0.2654540013588533,0.24731161610750446,0.2620098106551824,0.2815542263099703,0.29366523572539005,0.3014111573300216,0.31437119698142524,0.25667576145675935,0.20658177908222244,0.20019572891430734,0.20393256077619024,0.23334765282580808,0.25593416877104913,0.2681888232418683,0.26918964743223556,0.2665336793527103,0.268104044241178,0.27458605826422183,0.29497707420313574,0.2934430801746242,0.2947624433071899,0.2943963401319314,0.2841666492642753,0.27126991303546744,0.2616443488486101
stat_118,-0.2733547400152995,-0.285734292031119,-0.3424038054252877,-0.19678696412576813,-0.07184850688835952,0.020262639253200567,-0.06936932921202409,-0.06972372519994323,-0.06870697646837229,-0.06951566183609836,-0.06710031213179993,-0.07039884997908105,-0.07121209027373061,-0.060630134500292976,-0.04703082752792502,-0.06121807243031768,-0.051012137691088734,-0.05113396336926269,-0.04990573468195855,-0.049645303325179364,-0.04173197358768546,-0.041570562656026,-0.013046441713776823,0.030566164730887278,0.019817586529797555,-0.0125410774125949,-0.036323140192164205,-0.04623151318657682,-0.1093429570705335,-0.09761762509041916,-0.035946147678152574,-0.03427883325852539,-0.036458438060302904,-0.034369494795786555,-0.08927282153068404,-0.07971271800492043,-0.09036631752986164,-0.1357268297561237,-0.14172801317719208,-0.14540187996772216,-0.1752848411596615,-0.14116296441844936,-0.07931821287364015,-0.007411217767131496,0.05019719902831018,0.08670576713879075,0.05439831743902383,0.029981592441187352,0.009006603811466979,0.02273492098390661,0.004728617881012816,0.04303081973655394,0.04328898074724347,0.026678215936444077,0.011218750880912431,0.0312082676772159,0.020900322143197016,-0.03689771745088692,-0.033335527636861234,-0.023587933301701804,0.0001903827743255001,-0.030031658385626454,-0.015323172769478303,0.03283167984818545,0.04365523712606264,0.07367620707721577,0.003219750363254773,-0.0038199598072958547,-0.003787743837897257,0.0033341309918582334,0.030323359586002036,0.05544906170666104,0.09261072929461614,0.14143076184678435,0.18811773684759453,0.18634523333246522,0.16575550773792558,0.17744077396291663,0.16225272883680872,0.22758128544512038,0.24603515426216566,0.24446080494179884,0.28828101686477414,0.3264687054477305,0.32063523900826746,0.2503969235054372,0.2454669703684871,0.2395413587891863,0.21946100381358227,0.04517080076212696,0.197220476708975,0.19161425744742094,0.1537178008193147,0.1322587717933725,0.12375037661401299,0.1426880245523363,0.1606828323625726,0.149610144668751,0.139386871179752,0.13736466350005497,0.12292384407949793,0.09335134130863493,0.07896028442427666,0.07626380712731351,0.06191996384305584,0.060528498132903945,0.05661692796068154,0.056509862207090034,0.05318852982195529,0.05147501030823663,0.05331644296267589,0.0598198141493369,0.06797399034076512,0.07310158046162699,0.07361275954732495,0.07558755641743778,0.06364738267885987,0.051043594099389904
