event_id,AI,CAV,Ds575,Ds595,PGA,PGV,pSA_0.010000000000,pSA_0.010722672220,pSA_0.011497569954,pSA_0.012328467394,pSA_0.013219411485,pSA_0.014174741629,pSA_0.015199110830,pSA_0.016297508346,pSA_0.017475284000,pSA_0.018738174229,pSA_0.02,pSA_0.020092330026,pSA_0.021544346900,pSA_0.023101297001,pSA_0.024770763560,pSA_0.026560877829,pSA_0.028480358684,pSA_0.030538555088,pSA_0.032745491629,pSA_0.035111917342,pSA_0.037649358068,pSA_0.040370172586,pSA_0.043287612811,pSA_0.046415888336,pSA_0.049770235643,pSA_0.05,pSA_0.053366992312,pSA_0.057223676594,pSA_0.061359072734,pSA_0.065793322466,pSA_0.070548023107,pSA_0.075646332755,pSA_0.081113083079,pSA_0.086974900262,pSA_0.093260334688,pSA_0.1,pSA_0.107226722201,pSA_0.114975699540,pSA_0.123284673944,pSA_0.132194114847,pSA_0.141747416293,pSA_0.151991108295,pSA_0.162975083462,pSA_0.174752840001,pSA_0.187381742286,pSA_0.2,pSA_0.200923300257,pSA_0.215443469003,pSA_0.231012970008,pSA_0.247707635599,pSA_0.265608778295,pSA_0.284803586844,pSA_0.3,pSA_0.305385550883,pSA_0.327454916288,pSA_0.351119173422,pSA_0.376493580679,pSA_0.4,pSA_0.403701725860,pSA_0.432876128108,pSA_0.464158883361,pSA_0.497702356433,pSA_0.5,pSA_0.533669923121,pSA_0.572236765935,pSA_0.613590727341,pSA_0.657933224658,pSA_0.705480231072,pSA_0.75,pSA_0.756463327555,pSA_0.811130830790,pSA_0.869749002618,pSA_0.932603346883,pSA_1.0,pSA_1.072267222010,pSA_1.149756995398,pSA_1.232846739442,pSA_1.321941148466,pSA_1.417474162927,pSA_1.519911082953,pSA_1.629750834621,pSA_1.747528400008,pSA_1.873817422860,pSA_10.0,pSA_2.0,pSA_2.009233002565,pSA_2.154434690032,pSA_2.310129700083,pSA_2.477076355992,pSA_2.656087782947,pSA_2.848035868436,pSA_3.0,pSA_3.053855508833,pSA_3.274549162878,pSA_3.511191734215,pSA_3.764935806792,pSA_4.0,pSA_4.037017258597,pSA_4.328761281083,pSA_4.641588833613,pSA_4.977023564332,pSA_5.0,pSA_5.336699231206,pSA_5.722367659350,pSA_6.135907273413,pSA_6.579332246576,pSA_7.054802310719,pSA_7.5,pSA_7.564633275546,pSA_8.111308307897,pSA_8.697490026178,pSA_9.326033468832
event_1,1.239137200365371,0.5476560198477888,-0.24117129915661983,-0.19242521829243409,0.6597915152953989,0.6396648110885835,0.6630599141840431,0.6636949046272851,0.6637290330150801,0.6615979309061916,0.6617851057224028,0.660583409251395,0.6580508927973817,0.6580542787821437,0.6570118814719413,0.6549218548253963,0.650796098204819,0.6507725180464441,0.6518895666166501,0.6538838133969604,0.6513323061799794,0.6490459051564771,0.6442891612467845,0.6506865358428892,0.6555036109491678,0.6562918480859056,0.6306237441487338,0.6148571702672636,0.6000719212991399,0.5986898486881214,0.6062787850184085,0.6061952425635595,0.6082540847910001,0.6305807353627337,0.6648679879704755,0.6561124004047777,0.6372103758683563,0.6387306967623099,0.6155871886896103,0.6203052767377195,0.6285665441935698,0.6246719303587984,0.6037003244100396,0.5928281338583883,0.6093860902539701,0.5445558093878917,0.5472246378183848,0.5455146231649942,0.5784048561796246,0.6412106735238848,0.6613023049579917,0.6600084736693501,0.6586165354809967,0.6655807865659262,0.6302944447723896,0.6496737078886764,0.6915741402378089,0.7340477567538425,0.7526121424223581,0.7466026901214489,0.704796628699501,0.7120150672684528,0.7486414106221816,0.7245166011321413,0.7207877624739769,0.6900432884249649,0.7036456433916494,0.6601092522739863,0.6539086511407045,0.5948172999115817,0.5540032914905654,0.5509838548129976,0.5396969549724471,0.5526666984914138,0.5714610288037889,0.5651127503573492,0.5020748388415581,0.4499860290512927,0.41272637016898367,0.40538678424664154,0.4088691242428791,0.40020325107010785,0.3750280444023734,0.37061498438060086,0.36359344575865676,0.378014428862211,0.4096706981057122,0.4272955144646259,0.4408975247743419,0.44274953824329444,0.4403599817525165,0.44065595568172555,0.4702294731929622,0.498000346460403,0.5091143928780385,0.5094989533773925,0.4971277543128642,0.4948447332586842,0.49791509781627447,0.5096272166895637,0.49389533024573895,0.4639324615998734,0.44148339508105167,0.43909321856040656,0.4254385322690027,0.42347406210734556,0.43792061247158354,0.43824220413380577,0.45129904321641867,0.45666498433614255,0.43965396744382473,0.4338045155155752,0.438735237125421,0.4365747848647808,0.43563441393787505,0.43211642584475374,0.43178282367498133,0.4350128549579761
event_10,0.05087177805404285,0.027246560514482102,0.05413831981077554,-0.019574972360913562,-0.06920792402788759,0.035703895896335706,-0.0756547802933847,-0.07644406738652086,-0.07715668453508324,-0.07788828646989525,-0.07856627824652672,-0.07962043622720698,-0.07982234653151755,-0.08137672370884672,-0.07965736314278175,-0.08300231488448886,-0.08405545824845966,-0.08414453116464753,-0.08351694165333476,-0.08842602742776566,-0.081767222429562,-0.07864901263407799,-0.06941289476572063,-0.08242893210740178,-0.08660152963560895,-0.11065443571107342,-0.10150121288750573,-0.11794241988227348,-0.12031679809561342,-0.1409324579463865,-0.10767983650837697,-0.105116263119094,-0.16578533351406166,-0.17602244661083635,-0.18435825384749277,-0.20549933760675076,-0.19101353052365366,-0.14893913423439,-0.15382462167303093,-0.13679748455208285,-0.14670726023470118,-0.14779093304910762,-0.14248244727770867,-0.08573761735451657,-0.05115320453607702,0.06267306226260894,0.07304573830620284,0.0624094727177852,-0.04124178098068985,0.0025645423660032624,0.054472074833998595,0.009447575592227572,0.004396379431744603,-0.007257093766992811,0.05573977360153568,0.15692207651338394,0.14405480033398327,0.13527440845249164,0.1638674523627955,0.17056022252398173,0.176629374970573,0.11959648678277185,0.05091596882836375,0.001790144912350072,-0.01923297059961839,-0.02504008399130568,0.022152818782757138,0.10687218884914151,0.11115591587381887,0.13669363642337518,0.15808124366445783,0.16131902162656078,0.1412638648811946,0.1010002100852149,0.062401135321371856,0.05867169283870365,0.1000122360883807,0.04580856408893946,0.005472012716369987,-0.031699305758686666,0.012713155703866521,0.022022462103106738,0.056015967295033435,0.08350816298325396,0.11861795118280442,0.19984379730715682,0.23032323697008583,0.2374378827387594,0.2653130553423029,0.4426702147753187,0.26402905767325013,0.2630575097140193,0.2360808902616654,0.19026878993729532,0.18181139858103643,0.1639425571683371,0.15690424363009117,0.1873727416269089,0.1970757387786495,0.22036195912871953,0.20868865927423105,0.19121606222256413,0.1859608942134482,0.18563078840846933,0.20666403923107765,0.2040684597106162,0.18368551796489369,0.18395768467359783,0.1791637712636855,0.20024815511602556,0.2352817676520183,0.269277810768495,0.2424734155735094,0.252616042499377,0.25127452959024865,0.2747233316064443,0.36012178852301974,0.41899030403554705
event_100,-1.458370569419421,-0.712190298542173,0.17478977921369046,0.05242084513392866,-0.8119348326348285,-0.6352411184591897,-0.8112370255185248,-0.8142576805945542,-0.813399555622721,-0.8105094849646824,-0.8131918516030042,-0.8173171442208512,-0.8213494280469287,-0.8224931845389886,-0.8222761249924702,-0.8307548869737604,-0.8285873790483687,-0.8282204705438467,-0.8274495184630257,-0.8298027557940417,-0.829299477000641,-0.8328131536372083,-0.8416915092816933,-0.8532601002908252,-0.8817618573413163,-0.8696374302876014,-0.8238626755750305,-0.8168453142255785,-0.8517158442282984,-0.8718185271790538,-0.8215735145224263,-0.820245389864413,-0.8065372516073598,-0.8263781526833105,-0.8434348798091283,-0.7579220344908603,-0.718513082497248,-0.7247963890455512,-0.7683842590629703,-0.7771858689269793,-0.7371500913481148,-0.7084718811211449,-0.7428017295310337,-0.6402252945042951,-0.70928297901834,-0.7787981307437439,-0.765869041402735,-0.8157451044265862,-0.9053121177779844,-0.964715007053463,-0.9484419568709402,-0.884389131656723,-0.8817171377230656,-0.8712394907008394,-0.807680376854573,-0.7603863778805807,-0.7865383849819725,-0.7519140720300496,-0.7404152908029196,-0.7289801659034619,-0.7284396530340981,-0.6587663611248228,-0.6594200231915416,-0.6679794537563883,-0.6628656499136304,-0.619185815726807,-0.5840452320480617,-0.5423447111261287,-0.5390447312546981,-0.5258282401631132,-0.5928708376804107,-0.6023416875563528,-0.6166606759113212,-0.5729549486413169,-0.5951984742379217,-0.5954179239780188,-0.5409976401851544,-0.5253925288966558,-0.5712944670348834,-0.5643542753408828,-0.503720178550323,-0.4647343973462099,-0.4167389940549917,-0.4483460934784734,-0.4700936106866567,-0.4773293083728935,-0.4973543371021704,-0.46406627521118204,-0.4633564453258317,-0.46400191251783046,-0.4349055444241892,-0.433920785985748,-0.45667343098393276,-0.48313662790516015,-0.4782664618671876,-0.44796815660209854,-0.42248172461193717,-0.39390551231085397,-0.3866797049351512,-0.37113337619366,-0.3566537023920039,-0.35625004137293514,-0.342603670805592,-0.3402317244893425,-0.34690210652781955,-0.39104267068061804,-0.39774626164440746,-0.3955535788091631,-0.3842742745702538,-0.3745706450109247,-0.37045514363251314,-0.3770449213849254,-0.4043011216639574,-0.4341131673581138,-0.43397149797368845,-0.4392992045747637,-0.4508038730156306,-0.4531297485085278
event_101,0.6418409331957448,0.267659127830889,-0.13266798541637637,-0.12371557238986816,0.33510180182225346,0.2838309649910896,0.3388744598051599,0.3413067274680673,0.33812644077727594,0.33658858792559315,0.33634351160789466,0.3357348846647872,0.3342131369889674,0.3314788467588582,0.3355667250824056,0.3311499502109562,0.3261347928762851,0.3263355709650829,0.32884694848593016,0.32444179509058735,0.3236258076132994,0.3237642251374351,0.3279783019307942,0.32724602565432315,0.33456802181208545,0.3314017765968854,0.34069829774951277,0.3561350672422253,0.3448545461242026,0.34699163978544334,0.34395313528782595,0.34516964753411566,0.3716481342240658,0.37117964926388947,0.3610762869297087,0.3570803842313588,0.3677094561897413,0.38163914861547665,0.3881555255174656,0.4026267782246805,0.4127601427829844,0.4033828498693332,0.3616197383656102,0.3347965378819892,0.32524411425450955,0.29193117968692883,0.28113971513727765,0.30141638592096703,0.3166258805284191,0.27703562842922785,0.24821152206229757,0.24401800362013076,0.24520318194023238,0.29275036188047127,0.3397662928313351,0.34971735037366003,0.3095457547699754,0.30341171696086106,0.3128479461368156,0.3167626180283847,0.31294675585063925,0.34053013110772073,0.3751858934854917,0.35704272551049515,0.3537824051012306,0.3622287675262201,0.40006579684200294,0.40220768602995943,0.4010186811133033,0.38071491836169197,0.3237557788200488,0.2725637501026491,0.30493681369300374,0.3198973447841019,0.30825257230671343,0.3057081690966234,0.2589892675695049,0.21556587661676138,0.20269202070725098,0.15463560197161513,0.14569522035260435,0.13362915163544217,0.13180979695261577,0.11504802161063071,0.1401019383698446,0.17218918925950716,0.1807352261675943,0.19166928667556377,0.20185417844441972,0.06418025480560621,0.22715358683239584,0.22775597029559375,0.2411503086329665,0.25871935824987574,0.2750845002919674,0.2524687427569314,0.21733494099586823,0.19520265731615638,0.18057026050871533,0.1301655750536923,0.10910375592910784,0.10216125740713881,0.07243693552477737,0.07098459708134347,0.08934741458450096,0.11824778115119754,0.10728758067376216,0.10563708426305289,0.10446085691902271,0.10833397539164247,0.09095511248654779,0.08370812710865833,0.092398098387654,0.09049123639449055,0.09009575671496715,0.09005679239505895,0.06396580621952623,0.06707111856250353
event_102,0.5973777355095498,0.1762261771780893,-0.3842290152173883,-0.27769887743568705,0.5121609007834119,0.4661068315568451,0.517526076365165,0.5190184111947562,0.5188062976398296,0.5173978217603146,0.5156435648622596,0.5110263583957815,0.511668476509078,0.5183197997870973,0.5244451421014846,0.5245384668425328,0.5339701321816406,0.5347950090054681,0.5352613234299066,0.5345209222266044,0.5251903101390051,0.5141013650638748,0.5068727763601039,0.5164489614904653,0.5332053898245382,0.5247656002084888,0.5151018693275878,0.5399315134118848,0.5525344266826907,0.5417984927882616,0.5382963472576896,0.5377580711015357,0.4761780400812211,0.45928306161458243,0.4833007400408784,0.4572065897466223,0.4631595652824976,0.4620763598833617,0.5133722582983676,0.48560880251786637,0.4684256532809442,0.4373702974992438,0.4363137977860188,0.49414297045073446,0.5355309749855646,0.5512178303606429,0.5062979110239632,0.4309286212772405,0.3528214658858343,0.30070921126091127,0.33429788970748286,0.373964142607285,0.37729099277799333,0.430127198737054,0.4474834461193005,0.4397408558919611,0.4046843979115284,0.44163867022212194,0.43635970360953763,0.42759694237257395,0.37774529060468914,0.4182091112506449,0.41376445598878275,0.3351895685317988,0.3235719447096297,0.2708096885084538,0.2691246065134169,0.2298783377137824,0.22928744069509696,0.25164034892378045,0.30552686557283393,0.2670568550635136,0.2165942263027339,0.19025867195423604,0.22303236631570078,0.22949919011743736,0.2343935216099921,0.2562099815311302,0.25555114611002583,0.2632427759037156,0.2493578783263678,0.2450081182697501,0.2659933135561415,0.2713816968219236,0.29556001839896323,0.3164577475728119,0.3444055691496018,0.35445025127814894,0.34657504643667136,0.35167495406213556,0.32092149240098267,0.3196537336634344,0.3037193510260084,0.32323868917174226,0.34968380111539604,0.38559329517220503,0.3938062863096688,0.39967177644902535,0.40329015703154136,0.4050462057804918,0.3925936477811116,0.38702968795805687,0.3819465167298075,0.38015838631166854,0.3672820522330381,0.36162332520325946,0.3749862811586684,0.3757293961869273,0.3835254836862355,0.38209134461249866,0.38254553962975985,0.36624144984464935,0.374749305553353,0.38828089273769695,0.38924763598819667,0.3827560585360103,0.3780727353770191,0.3642487647517666
event_103,0.19017330335213467,0.019185955072309583,-0.15153349461104257,-0.012714404665641908,0.222556311115462,-0.03008095511530136,0.23461559742438595,0.23557862711202698,0.2352465680076859,0.23634795905555991,0.2349087264594851,0.2427419241153765,0.23748205847899026,0.2405977982707957,0.23105418002231157,0.24452375734891635,0.24983975821644328,0.24944742381188942,0.24777907146214678,0.2835463820257306,0.2911316927164961,0.3032072865811128,0.3345963021280415,0.3482673632622411,0.35579938732672145,0.46729270287067237,0.47576119395137256,0.4666050879432461,0.5321786178923787,0.5358665064381499,0.4712530744484801,0.4678590966160064,0.41531983756607244,0.3381260134378347,0.3852369284063519,0.41616850804623895,0.43923244694520475,0.41962580841055386,0.3636567539915444,0.29337295121943324,0.22865432084991763,0.17608552313543935,0.2405715663548577,0.2770360944309699,0.3042655994410807,0.29836984900089275,0.28771334686430317,0.2276314470685456,0.13717272676540693,-0.0008947655208368997,-0.11982736411010748,-0.13733213088425825,-0.13456834884935748,-0.12300781419140236,-0.1766060304997625,-0.25311471457014373,-0.2204065637114111,-0.06642381881729781,-0.06624840031511561,-0.07854763536463111,-0.10777201623276177,-0.1383745202191076,-0.15206263830082875,-0.14555584527023743,-0.1459554438228574,-0.11383757796484616,-0.07885487714043443,-0.11130648741652119,-0.1118203762313764,-0.0945795826678002,-0.02131026023780374,-0.03543110484895091,-0.050988793630193756,-0.07805864108056917,-0.03768826455231124,-0.033885529932998384,-0.024749104195446438,-0.04148070286247975,-0.012870665257639403,-0.08876836076631345,-0.09124914734787941,-0.09801112028069957,-0.10289725737075252,-0.049388429716124636,-0.03611465662918115,-0.05732464261580115,-0.08795448478884514,-0.07535592434106002,-0.026473381758494424,-0.04089131739702985,-0.03539901983379429,-0.03755070753715563,-0.03491740534668624,-0.02817398420177846,-0.007373936321215384,-0.006699500827148897,-0.020744841918461043,-0.04167039132574962,-0.04817076696851393,-0.04258740985120302,-0.06638074195551007,-0.08469316951355028,-0.08501495785165411,-0.08391469676530176,-0.06331152645793467,-0.054874936917690416,-0.047659653452575924,-0.04789596920710705,-0.051184416829926006,-0.034972501411118774,-0.0165414744863784,-0.02759226742764666,-0.051638169141509885,-0.0742792409163727,-0.07397967831567927,-0.06744148445749536,-0.05019026690653899,-0.04281440415798045
event_104,0.18716290655001727,0.0005498641763662894,-0.15989010879418136,-0.19947753937651727,0.27741377475806916,0.261213387697334,0.27720634322926696,0.27696628031382775,0.2768089481421554,0.27548978738073904,0.2743610398066131,0.27437052251656635,0.2720495432600169,0.26715662137763885,0.2620747678262002,0.2585788547691932,0.25558746129591026,0.2554380374346277,0.2537352000257299,0.2524270198862306,0.24984022502054812,0.26360690804033066,0.2617604879680251,0.26908386750407226,0.24034346977489776,0.21169985679653058,0.21851270784259078,0.22376595540962754,0.24144266950287763,0.2240245316482649,0.2089171363033678,0.20558984974252878,0.1700314838354899,0.1424719223803097,0.11665954473994865,0.0897821421630675,0.12765502626035521,0.1626542321620541,0.22166693652636546,0.2374811181971146,0.24296019030333155,0.23850578873933248,0.25120979520136016,0.24571929875871715,0.23510430168988364,0.2224711857199076,0.21365427965324088,0.23259147294514476,0.2515389026684124,0.26864596129760054,0.2952319075075074,0.32555519542712374,0.32725743290281606,0.31398476970058586,0.32495760101759036,0.28564328346750206,0.2805280239350354,0.3138579113518572,0.3100256167423823,0.32409583379040624,0.2845441991848999,0.3067333099016629,0.2909863303507756,0.30447410540654263,0.30526149770918093,0.254056148978591,0.24086287809305978,0.17315286564030266,0.16993658579497706,0.11106893477449988,0.11720729795738982,0.10202155117648581,0.1837472721618035,0.26764229569209397,0.2575787868598546,0.25218276623184677,0.24939221245609983,0.19046535202518708,0.1719017560663283,0.17572041014241305,0.17955152839749358,0.17726830987700012,0.12682661476088805,0.1306815754548759,0.11981275007151027,0.07879822856332903,0.08459626189847265,0.07752048223120425,0.09574115700395171,0.3654788286405309,0.10295799757493478,0.10345101077151292,0.12558783583407584,0.11957027708943098,0.126509870488091,0.17078586500157728,0.20000377667311567,0.21181316386131638,0.2130168028217986,0.2381128713125549,0.23261772984123588,0.23842579155046428,0.25509229828318636,0.256641519017053,0.26757176340543604,0.3007066257449289,0.31323087021708385,0.31438637033774797,0.34432706609950814,0.3319334652975071,0.34794549167773897,0.35055226375989423,0.32344269322184177,0.34743728403106616,0.34739307008691034,0.3197139920398867,0.32198630064558226,0.3506018523306021
event_105,0.12087858174795656,0.16433201470066372,0.03688287114593888,0.038226886538637726,0.02591287077996948,0.125216121027113,0.027456614237017486,0.027717727000977837,0.028240983121706194,0.027365296209849923,0.027057400613859025,0.027099378454681182,0.02923245252234253,0.028973423961508083,0.0284922018568863,0.029556146493827203,0.03100121269421781,0.030917327864811047,0.036145579724867156,0.03275330640633234,0.030346525349475153,0.020214556243511674,0.014163573680880216,0.03348039466344321,0.03943610232011224,0.020352419829490962,-0.011697998826280278,-0.013427723072219908,-0.0030774237397240734,0.020671553158373098,0.008709373054814566,0.009333264036762054,-0.001412229844813184,0.01940806010799978,-0.05412235971972949,-0.08208952815326104,-0.0017828010625404874,0.05322270094462163,0.046554700651086155,0.05426130828653411,0.05814387399297646,-0.0263477195681231,-0.10288090087796702,-0.104964170272861,-0.0752968914860375,-0.06209458079636598,-0.0528035860927099,0.05451876755208598,0.08559363919627411,0.1404466549077916,0.09776386377087345,0.09652729790462541,0.09932515740668976,0.09323024521878912,-0.004925285543885402,-0.024406589503764814,0.10319340466385818,0.1755189189621842,0.18213371194881003,0.16201488060025723,0.16814983703776135,0.23846811687851396,0.19498602423511446,0.21190240265993562,0.2172747270651884,0.22735524088212314,0.30960928971147106,0.33170225943633097,0.32926505745159507,0.21793417251248895,0.23735382223320764,0.2557826815934595,0.28892243890106073,0.2978447290516034,0.2189995823989042,0.2111738727408478,0.18865625789145185,0.27641127723983533,0.27346823312699653,0.32327032813465795,0.25681569508475066,0.1854095213382399,0.13040586800326587,0.025064443635253546,0.005433289591444306,0.04970858533597928,0.07814965797348512,0.120625137524008,0.1031676467518593,0.29104582008542507,0.0975895266299262,0.09832159368697534,0.12946933182835624,0.16586004460066306,0.1951668927071766,0.23867855586174022,0.22799130259478134,0.21402930904259507,0.21661808281175157,0.2525788524655326,0.31122270083209436,0.3261932835483218,0.3089767255124934,0.30800036325285735,0.2917836980011037,0.31660673731776395,0.31962102478358356,0.31885684842053025,0.3183242871149828,0.29778232670801213,0.2822745854965934,0.286680885405152,0.28521638181190145,0.28910573977506654,0.28741843405179257,0.2941074992339583,0.31674341743132167,0.3031410615532014
event_106,0.7271832528948671,0.46119664879284766,0.16437740065712395,0.07987686641628503,0.3347746775546543,0.3567768734116912,0.32614520243410544,0.32600251641333394,0.32616536486181485,0.32699264338214484,0.3270962100797879,0.3277843643585668,0.32870131125182644,0.32835359300331085,0.3262080228108836,0.3238207823751858,0.32542597188754874,0.3255234006230232,0.3261045148588945,0.3246230081873638,0.32461610114702827,0.32858739867562575,0.33360160319040194,0.33757057023747455,0.34427260216842026,0.36029449882147574,0.3656201738557162,0.3627639893256481,0.3505832450040384,0.34823130329780944,0.35074860967485394,0.35142071023034693,0.3321906861879526,0.3340743051187624,0.2998495343626029,0.2854904154331569,0.26120080343035557,0.22656964781610303,0.218028536902786,0.18521950621992142,0.21735127215826597,0.22212863920786183,0.23109972354687142,0.26849325830065335,0.28606050697789215,0.3001127856177097,0.30478263723972426,0.37654112408869106,0.35009669142135025,0.374366103549136,0.41437942307514314,0.4033063105555679,0.4026849522024562,0.43416091677024005,0.4370735277162586,0.3828492528111873,0.3886846500448105,0.4648727008719082,0.43327484340295463,0.4265877384253431,0.4115444040180857,0.43378408677991026,0.409344417435291,0.3906643337735289,0.3927361627725171,0.418021957000074,0.42169286726249905,0.43570281003173295,0.43517860239994455,0.42276424541935886,0.36493708766985994,0.36012923753455534,0.3149910974602813,0.25181402808206105,0.2639016082718239,0.2654105210876675,0.24808189534062944,0.28558623236520425,0.3552176774582311,0.35103889771444297,0.3028667223297727,0.23478071748103607,0.21635587884380755,0.22704441929042887,0.25418716082476495,0.3121115242575067,0.32728269936447474,0.3177342837779547,0.3190014010097816,0.28323312702039793,0.3296609903852651,0.32957484857291974,0.29448814421205344,0.27493120980154867,0.2888696180397209,0.2884946830953349,0.27920555346548864,0.2805939370699407,0.2785711008359199,0.28630444434188607,0.2745041434336242,0.24427246186870352,0.23522342656296,0.23454923286443383,0.22514645759340784,0.20819230078265458,0.2080340376291355,0.20822357471498193,0.22186506689016103,0.23434869363292177,0.2442795756371502,0.2341074188482115,0.21559896032155174,0.21656780940335238,0.2201196155186241,0.24495713959747403,0.26286205172547944,0.2750725933993258
event_107,-0.6304067030922077,-0.33580303469655176,-0.0326172618078249,-0.01612968152413165,-0.22866536752156993,-0.18508771774638616,-0.21988271210243834,-0.2318495069367704,-0.23742310110178133,-0.2419335604204636,-0.23908964201368263,-0.23433449911214183,-0.23392285542559496,-0.22932665108965192,-0.22873416508375793,-0.23085951708953562,-0.22973364875927654,-0.22937853675671196,-0.23222967126618058,-0.2214236680298902,-0.22024424085942568,-0.19944229044083334,-0.20114295971740948,-0.21524988351116536,-0.19630753114029045,-0.20716147825938394,-0.22129538883821273,-0.22120753539622762,-0.25016030539283884,-0.26398511422534343,-0.21908506138564238,-0.21420620724949474,-0.14732418768764652,-0.20121620196006063,-0.24395923113942578,-0.2475932192719692,-0.29743894823742734,-0.29369243313791904,-0.36740497110076864,-0.45056977632694906,-0.4748504897204964,-0.4039134799530521,-0.35527677432730675,-0.3509174047864437,-0.30913366982548773,-0.2952996659896222,-0.32911548029706156,-0.32755976689417404,-0.30933245924242697,-0.27529993286470766,-0.3275129464979128,-0.36744139142001375,-0.366957158494526,-0.3172402040530223,-0.25920007659833283,-0.21400740212846925,-0.224266585285731,-0.18647141682250623,-0.17923860168965464,-0.19404722618878967,-0.14263660989794896,-0.08266248338553517,-0.1017145505137691,-0.07894381903979583,-0.07272104264110767,-0.055235632432798755,-0.022436729228005953,-0.010399905677844674,-0.012044360342910948,0.0029810111904617705,-0.0001851888635433188,-0.050251992535991774,-0.022510191425222436,-0.042094714600333885,-0.06219270405019861,-0.06484856688941525,-0.10990984553599621,-0.10265728420373954,-0.05580972419135168,-0.0578320901746073,-0.057842030445936846,-0.05052952870731078,-0.08084252184538444,-0.10528903180218782,-0.10675387829548899,-0.1277971606976849,-0.1389305285619289,-0.1190152274225458,-0.11366221235944102,-0.08739136243181161,-0.11885587375768199,-0.12118215829778771,-0.1311967201571095,-0.13514887498745654,-0.11961394192810745,-0.12193454409450064,-0.13787884511944293,-0.12885481431172166,-0.12241558475562392,-0.1035815142074246,-0.09621972837165536,-0.12870667098678534,-0.15075126948511974,-0.1503639947393898,-0.15359797208988255,-0.1611984381807544,-0.1429060787245647,-0.13984040493212627,-0.09454513059558564,-0.06467318651963679,-0.058268279095605384,-0.060514564604067136,-0.043794256154377896,-0.03656264430876829,-0.03654435788153611,-0.04507119502394103,-0.056751526829846605,-0.0818045960085084
