stat_id,0.010000000000,0.010722672220,0.011497569954,0.012328467394,0.013219411485,0.014174741629,0.015199110830,0.016297508346,0.017475284000,0.018738174229,0.02,0.020092330026,0.021544346900,0.023101297001,0.024770763560,0.026560877829,0.028480358684,0.030538555088,0.032745491629,0.035111917342,0.037649358068,0.040370172586,0.043287612811,0.046415888336,0.049770235643,0.05,0.053366992312,0.057223676594,0.061359072734,0.065793322466,0.070548023107,0.075646332755,0.081113083079,0.086974900262,0.093260334688,0.1,0.107226722201,0.114975699540,0.123284673944,0.132194114847,0.141747416293,0.151991108295,0.162975083462,0.174752840001,0.187381742286,0.2,0.200923300257,0.215443469003,0.231012970008,0.247707635599,0.265608778295,0.284803586844,0.3,0.305385550883,0.327454916288,0.351119173422,0.376493580679,0.4,0.403701725860,0.432876128108,0.464158883361,0.497702356433,0.5,0.533669923121,0.572236765935,0.613590727341,0.657933224658,0.705480231072,0.75,0.756463327555,0.811130830790,0.869749002618,0.932603346883,1.0,1.072267222010,1.149756995398,1.232846739442,1.321941148466,1.417474162927,1.519911082953,1.629750834621,1.747528400008,1.873817422860,2.0,2.009233002565,2.154434690032,2.310129700083,2.477076355992,2.656087782947,2.848035868436,3.0,3.053855508833,3.274549162878,3.511191734215,3.764935806792,4.0,4.037017258597,4.328761281083,4.641588833613,4.977023564332,5.0,5.336699231206,5.722367659350,6.135907273413,6.579332246576,7.054802310719,7.5,7.564633275546,8.111308307897,8.697490026178,9.326033468832,10.0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000483161,0.002463097,0.004586118,0.006862564,0.008971425,0.009303523,0.011920882,0.014727391,0.014727391,0.015342512,0.015867539,0.016389489,0.016806122,0.017164352,0.017265657,0.017103094,0.016678007,0.015774043,0.014659507,0.013455842,0.010687412,0.009142713,0.007486383,0.005710354,0.003805977,0.001763975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017397999,0.037326345,0.058694858,0.081607614,0.106176211,0.129180566,0.132520312,0.160768228,0.160768228,0.177158913,0.193479839,0.3175827,0.335814059,0.352875552,0.36786998,0.383317407,0.400068976,0.391104906,0.379438998,0.369127309,0.360253343,0.353831816,0.349301593,0.34217536,0.33697486,0.330793212,0.32224821,0.313661888,0.30648534,0.300663282,0.293547384,0.287088582,0.281328024,0.276355962,0.271116033,0.266756208,0.264171012,0.262931667,0.261658812,0.26078707,0.261409498,0.259685046,0.256399052,0.254646516,0.254127736,0.254127736,0.254127736,0.254127736,0.254127736
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005457458,0.02782149,0.051801709,0.077514912,0.101335185,0.105086336,0.134650271,0.166350708,0.166350708,0.173298704,0.179229057,0.185124643,0.189830653,0.193876977,0.195021252,0.193185049,0.188383551,0.178172989,0.165583934,0.151988139,0.120717825,0.103269941,0.084561147,0.064500321,0.042989755,0.019924679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.240520481,0.240333589,0.239909029,0.239754405,0.239640398,0.239322378,0.238717516,0.238616058,0.236076581,0.234442548,0.231323737,0.23125921,0.231951094,0.232492211,0.231561571,0.228655952,0.228811291,0.229106269,0.226626012,0.229823827,0.231992351,0.229357733,0.226095305,0.229088843,0.231526985,0.232181509,0.23874641,0.234930778,0.243297808,0.2527645,0.239746598,0.232870741,0.229233821,0.223245524,0.227928828,0.221986247,0.217623013,0.232232715,0.244496545,0.249505904,0.266005627,0.274399798,0.294517201,0.278879563,0.298947063,0.328272712,0.329384422,0.341774062,0.366273138,0.375951441,0.352908962,0.330172976,0.309381765,0.311102896,0.297164471,0.27602242,0.262422869,0.258959398,0.258231593,0.255553567,0.235758208,0.225270156,0.223680325,0.194627401,0.183781015,0.169229902,0.150188241,0.157147152,0.177493215,0.179190293,0.196156887,0.171703806,0.158871017,0.165266216,0.175682985,0.179090128,0.184788767,0.185996739,0.193784478,0.19091088,0.174363407,0.15862742,0.155503231,0.143169937,0.141314616,0.122138936,0.104226255,0.096661856,0.102324227,0.110857316,0.116836365,0.116934806,0.107970494,0.105218629,0.104891125,0.102704269,0.102007189,0.096831451,0.10026911,0.115636122,0.116298617,0.119036073,0.118689714,0.122076387,0.135900846,0.152794694,0.164331086,0.166855039,0.180757345,0.191961907,0.205108338,0.22156155
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020586494,-0.042660718,-0.066330184,-0.091710176,-0.11892431,-0.148105134,-0.179394775,-0.212945631,-0.248921115,-0.284866276,-0.287496447,-0.328859511,-0.328859511,-0.345654906,-0.36421682,-0.379846832,-0.394754518,-0.404570423,-0.416034431,-0.423820083,-0.432753522,-0.441968862,-0.447612675,-0.451059239,-0.451800182,-0.44987945,-0.451565139,-0.450912935,-0.45122621,-0.452564705,-0.454987341,-0.454363831,-0.452860319,-0.453076223,-0.4502076,-0.44863611,-0.443649045,-0.441513387,-0.436234866,-0.430377075,-0.423507732,-0.417361698,-0.412612251,-0.405593459,-0.400108242,-0.394031889,-0.389271448,-0.383423582,-0.378833245,-0.375711573,-0.371442974,-0.366744881,-0.360058319,-0.354091327,-0.347372198,-0.339568357,-0.331584936,-0.324970819,-0.318903552,-0.311812447,-0.306384601,-0.300050606,-0.296427797,-0.292684655,-0.289548441,-0.286178595,-0.283051616,-0.279340969,-0.277227961,-0.277463002,-0.278245974,-0.282191584,-0.282191584,-0.282191584,-0.282191584,-0.282191584
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001284837,0.006549952,0.012195561,0.018249163,0.023857117,0.024740242,0.031700414,0.039163577,0.039163577,0.040799328,0.042195498,0.043583483,0.044691408,0.045644026,0.04591342,0.045481126,0.04435072,0.041946871,0.038983057,0.03578223,0.028420329,0.024312613,0.019908043,0.015185167,0.010120982,0.004690823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
