gm_id,event_id,stat_id,PGA,PGV,CAV,AI,Ds575,Ds595,pSA_0.010000000000,pSA_0.010722672220,pSA_0.011497569954,pSA_0.012328467394,pSA_0.013219411485,pSA_0.014174741629,pSA_0.015199110830,pSA_0.016297508346,pSA_0.017475284000,pSA_0.018738174229,pSA_0.02,pSA_0.020092330026,pSA_0.021544346900,pSA_0.023101297001,pSA_0.024770763560,pSA_0.026560877829,pSA_0.028480358684,pSA_0.030538555088,pSA_0.032745491629,pSA_0.035111917342,pSA_0.037649358068,pSA_0.040370172586,pSA_0.043287612811,pSA_0.046415888336,pSA_0.049770235643,pSA_0.05,pSA_0.053366992312,pSA_0.057223676594,pSA_0.061359072734,pSA_0.065793322466,pSA_0.070548023107,pSA_0.075646332755,pSA_0.081113083079,pSA_0.086974900262,pSA_0.093260334688,pSA_0.1,pSA_0.107226722201,pSA_0.114975699540,pSA_0.123284673944,pSA_0.132194114847,pSA_0.141747416293,pSA_0.151991108295,pSA_0.162975083462,pSA_0.174752840001,pSA_0.187381742286,pSA_0.2,pSA_0.200923300257,pSA_0.215443469003,pSA_0.231012970008,pSA_0.247707635599,pSA_0.265608778295,pSA_0.284803586844,pSA_0.3,pSA_0.305385550883,pSA_0.327454916288,pSA_0.351119173422,pSA_0.376493580679,pSA_0.4,pSA_0.403701725860,pSA_0.432876128108,pSA_0.464158883361,pSA_0.497702356433,pSA_0.5,pSA_0.533669923121,pSA_0.572236765935,pSA_0.613590727341,pSA_0.657933224658,pSA_0.705480231072,pSA_0.75,pSA_0.756463327555,pSA_0.811130830790,pSA_0.869749002618,pSA_0.932603346883,pSA_1.0,pSA_1.072267222010,pSA_1.149756995398,pSA_1.232846739442,pSA_1.321941148466,pSA_1.417474162927,pSA_1.519911082953,pSA_1.629750834621,pSA_1.747528400008,pSA_1.873817422860,pSA_2.0,pSA_2.009233002565,pSA_2.154434690032,pSA_2.310129700083,pSA_2.477076355992,pSA_2.656087782947,pSA_2.848035868436,pSA_3.0,pSA_3.053855508833,pSA_3.274549162878,pSA_3.511191734215,pSA_3.764935806792,pSA_4.0,pSA_4.037017258597,pSA_4.328761281083,pSA_4.641588833613,pSA_4.977023564332,pSA_5.0,pSA_5.336699231206,pSA_5.722367659350,pSA_6.135907273413,pSA_6.579332246576,pSA_7.054802310719,pSA_7.5,pSA_7.564633275546,pSA_8.111308307897,pSA_8.697490026178,pSA_9.326033468832,pSA_10.0
9,1,9,0.0033372541145561,0.1533356258453214,0.0081951399595305,0.0121457396069762,4.958053533775725,8.402672167697883,0.0033529068970899,0.0033552791502101,0.0033578819320238,0.0033607033608197,0.0033638873865151,0.0033681675015457,0.0033731753614812,0.0033802503190249,0.0033877046799201,0.0033963704218675,0.0034044932173271,0.0034050655937804,0.0034199836494947,0.0034253834228771,0.0034302414983838,0.0034521438692465,0.003467883147737,0.0035259069645439,0.0035696173133167,0.0035799268342341,0.0036700133197508,0.0037440552731146,0.0038803417053753,0.0040131623221103,0.0042202955780352,0.0042256718022974,0.0043797073529406,0.0046437253840156,0.0048962825054876,0.0052316382765978,0.0054814378593931,0.0058721616815918,0.0062708550533815,0.0065622327598946,0.0069190019472681,0.0074264149409544,0.0079819569354784,0.0076972398003266,0.0079736307328055,0.0084689306811941,0.0087109408871463,0.0087178595896721,0.0089663089840504,0.0089993274230619,0.0093161704116529,0.009199355083276,0.0091503199359079,0.0090164363368464,0.0088061074634546,0.0090578673466287,0.0086908691450873,0.0081290619732184,0.0079895418200933,0.0079253700887019,0.0074245861636775,0.0069906546710217,0.0062416974221712,0.0056517995551715,0.0055840184721703,0.0055275667675466,0.005300188254917,0.004990285306716,0.0049642899390766,0.0045455310192342,0.0039824576667607,0.0032953554535009,0.0029084787253611,0.0026660409476412,0.0023257810160192,0.0022733804790363,0.0020044186606968,0.0016928714483485,0.0013367062013104,0.0010364549607758,0.0008539150496052,0.000681013921243,0.000543955722726,0.0004376032134171,0.0003584398510768,0.0002914965981958,0.0002416073028597,0.00021547362536,0.0001963497932995,0.0001743120141816,0.000172702679298,0.0001442244387414,0.0001360863873639,0.0001176437079933,0.0001002548573662,0.0001072904292351,0.0001135589026501,0.0001139922567686,8.524294815025458e-05,7.550171768563891e-05,6.240620843085039e-05,5.0838064065435794e-05,4.884197528009258e-05,4.23528750669427e-05,4.2144951524220746e-05,3.3997770705833225e-05,3.3746693474786234e-05,2.938237268928302e-05,2.4760175094336965e-05,2.101480992524354e-05,1.678234942237016e-05,1.5014248337761546e-05,1.4232324601853296e-05,1.4126979830478162e-05,1.2839670794991392e-05,1.1100568975858828e-05,9.608525416608105e-06,7.983134045009687e-06
22,1,22,0.0066895442506286,0.2620673340521336,0.0114796485523459,0.035124359924967,3.379999920190194,5.889710691367911,0.0067274844927764,0.0067336039151048,0.006740955954133,0.0067494706233139,0.0067577807077491,0.0067692750543718,0.0067811100491743,0.0067926144453773,0.0068039849488699,0.0068345213609371,0.0068736014463998,0.0068765091277255,0.0069281276351068,0.0069402401562912,0.0069866503604094,0.0070506051673298,0.0071423279399234,0.0072770300992443,0.0073745995257927,0.0076668719142087,0.0080670058649118,0.0083368286556688,0.008566010397311,0.0091203985321817,0.0093255125310707,0.0093079752124854,0.0097962970457583,0.0103717467876302,0.0109138416916102,0.010915872688355,0.0117529901029599,0.0124576113490167,0.0129544127437631,0.0134132379597959,0.0141262791563044,0.0149032719917319,0.0154514936299397,0.0169917496703264,0.0172432138841101,0.0173903912236205,0.0175513102437482,0.0180400710681906,0.0188847176331334,0.0186596898426764,0.0175350178826497,0.0168672400175746,0.0168784761846046,0.0172223305612574,0.0172071703631359,0.0164236857682022,0.014965354687441,0.0141435487094685,0.0138732549526157,0.0136834433498497,0.0122979744415658,0.0111365228218689,0.010494485348338,0.0098773422997064,0.0097881259904101,0.0092061091520365,0.0087115070618142,0.0077893825145331,0.0077303592597495,0.0069171115597981,0.0062200823588871,0.0055194574736114,0.0047320268116243,0.0040163514004175,0.003662515345218,0.0036117327300275,0.0030521850537993,0.0025271052819528,0.0020250214404671,0.0016315364546428,0.0012909989594997,0.0010406863405532,0.0009064539553841,0.0008155160257354,0.0007023455656933,0.0005969469364767,0.0005233654503169,0.0004684550933485,0.0004246374609285,0.0003700060042894,0.0003661715292681,0.0003149189486725,0.0003294119846488,0.0002997674247744,0.0002391394921094,0.000211227713133,0.0001771884578327,0.0001645213976831,0.000127931014662,0.0001189771445964,0.000119795896887,0.0001226044821517,0.0001225508998803,0.0001152200137599,9.602471079922813e-05,7.439344652175267e-05,7.360522345283064e-05,6.689257313601382e-05,6.21708846251951e-05,5.610394924819052e-05,4.676414088475648e-05,3.994408971376886e-05,3.209185609551197e-05,3.135923531108806e-05,2.5489623096607696e-05,2.0632726698927865e-05,1.6686649030478195e-05,1.3801577565060294e-05
23,1,23,0.0160198075113791,0.7112303885569887,0.023061889207189,0.1822388714020083,2.641703612083889,4.618299411443752,0.016086234562783,0.0160974634680586,0.0161081319446744,0.0161227922935013,0.0161390069957218,0.0161539150213262,0.0161839365295854,0.0162146621096051,0.0162496470674761,0.0162864756588976,0.016331631167109,0.0163336066650664,0.016374241795131,0.0164570085765098,0.0165430699868099,0.0166050195727692,0.0168326910487408,0.0170092857332732,0.0173330584681984,0.0176418406011887,0.017951600836787,0.0184209737684186,0.0190172608040526,0.0199910177160816,0.0202957545625098,0.0203668454410744,0.0212187167458157,0.0222340767581008,0.0232640636839989,0.0242893958374083,0.0249106763225188,0.0267336474455209,0.0299587898146258,0.033064634572287,0.0326048564994163,0.0344468752270656,0.036641404105417,0.0388808360695547,0.0381030488586389,0.0404536396243588,0.0406238304938696,0.0415022779592446,0.0428247169755746,0.0418018291920402,0.0409565531487937,0.0435230761678654,0.0437645020334597,0.0420034291508486,0.0419185375776662,0.0412975178157489,0.0401560100875758,0.038935499282123,0.0388744775042368,0.0380264803845134,0.0344203775111145,0.0308364860710139,0.0297322494447279,0.0282246438900956,0.028078551945219,0.0256199046925761,0.0230498563199499,0.0207803144183986,0.0206059796457397,0.0179914774091837,0.0158658684766359,0.0145293251897817,0.0131757464237419,0.0111876253444019,0.009826524461043,0.0096640478681742,0.0082771267909701,0.0064994488761363,0.0053351448953862,0.0045241442957495,0.0038363541727593,0.0031674524142571,0.0025692655914898,0.0021214359952799,0.0017189008033982,0.0013793396257662,0.0011417387311347,0.0009489839574431,0.0008013487480972,0.0006955215196432,0.0006881173578782,0.0005997640484683,0.0005413911772162,0.0004838371807069,0.0004705255426225,0.0004316098115937,0.000377819056241,0.0003591070001436,0.0003019289703205,0.0002714357448064,0.0002448275074661,0.0002208975932527,0.0002174376885252,0.0001909785129174,0.000172322222835,0.0001493533902146,0.000147542502193,0.0001250031813781,0.0001106045163928,9.555734124024616e-05,8.081737934954166e-05,6.916222900929541e-05,6.064897188081431e-05,5.9520573181236685e-05,5.079271907744217e-05,4.321517431514308e-05,3.6933381593322553e-05,3.1547935317643446e-05
28,1,28,0.0187562559946619,0.8049223478638576,0.0265777014066874,0.2610859008098352,2.6254270972162157,4.310078229902605,0.0188525664552756,0.0188677510582333,0.0188890740783237,0.0189092713849678,0.0189316299872247,0.0189550987914939,0.0189889127909292,0.0190263140979392,0.019058351379384,0.019108715170045,0.0191282646410788,0.0191325512887332,0.0192116738204272,0.0193066964132968,0.019618652650802,0.0198955264345512,0.0199600150241009,0.0201762346202765,0.0205667175902134,0.0209975213783347,0.0211264710530566,0.02201236902279,0.0229466926743286,0.0238495236862824,0.0244487815572338,0.0244475421307892,0.0249892220296561,0.0264056028590645,0.0274272817091721,0.0292234578678778,0.0294306429742976,0.032209456360691,0.0344071793686521,0.0349572690267787,0.0368493356888157,0.0403440185057154,0.0427760417624102,0.0454420161978619,0.0454603279757061,0.0487621358634985,0.0517578019940446,0.0526011891251785,0.0535720620086637,0.053802637657752,0.0532261948898867,0.0528587578214956,0.0528207251692975,0.0517714363450993,0.0494996704676087,0.0477391930086179,0.0472376902602757,0.0457788154872831,0.0437175179652713,0.0424284517577438,0.0399015394467225,0.0379510950446375,0.0354755255941495,0.0320811698361877,0.0317862308152456,0.0291040295615656,0.0260389306171563,0.0233257490782909,0.0231886269015164,0.0203360894946945,0.0178276745264487,0.0155320939221652,0.0139024883536023,0.0122100334618736,0.0107523095996813,0.0105514389491059,0.0090017947686056,0.0076214516625997,0.0064390111290558,0.005200054576443,0.0041397137094689,0.0032810546537095,0.0025640921320028,0.0020261420145405,0.0016273896145485,0.0013498129451441,0.0011457590865715,0.000984176795339,0.0008592354546827,0.0007572317717651,0.0007505139801305,0.0006589600447522,0.0005776657765242,0.000503667177223,0.0004406732773909,0.0003851148548268,0.0003490512670774,0.0003373414027832,0.0002938898464408,0.0002577771828595,0.0002259917185036,0.0002012452949917,0.0001976370037042,0.0001708565355391,0.0001469227626871,0.0001267547283975,0.0001255885419393,0.0001102741283447,9.536443260666692e-05,8.220227452681114e-05,7.114665913769577e-05,6.154424945101337e-05,5.425354064641416e-05,5.332038729998908e-05,4.617853480572568e-05,3.985023930471098e-05,3.428828134637736e-05,2.954877604904411e-05
32,1,32,0.0098216953696631,0.3326654396100864,0.0127323664598191,0.0609387463511009,2.4087439891177045,4.262945364074865,0.0099003336743065,0.0099133992154894,0.0099277569432505,0.0099477285289109,0.009976151931139,0.0100087521948066,0.0100347011760574,0.0100597823055877,0.0100746206766444,0.0101284357662248,0.0101956000884652,0.0102054805876143,0.0103873052388226,0.0104921976512941,0.0106261549633744,0.010704726174093,0.0110754240274749,0.0114775477200728,0.0116883865895984,0.0122975870513258,0.0129729668329207,0.0136667795979019,0.0139250264571779,0.0146013452834749,0.0155183654601723,0.0156006275105705,0.0164768061419632,0.0178835458182607,0.0202053783459274,0.0210266022170332,0.0228184020552905,0.0226456650545315,0.0235153277399362,0.0242961135853351,0.0238183354016266,0.0255495949108938,0.0260464059735482,0.0255530256686199,0.0253576711134672,0.0258920194094963,0.0273953865467178,0.0270378868303444,0.0264471557641236,0.0252792047941303,0.0253663303834144,0.0241060307537728,0.0240422672827907,0.0220546989868692,0.0202741218701046,0.0184395498731523,0.0178212127954982,0.0170559004768002,0.0165399173237046,0.01654799871425423,0.016148980772162924,0.014215492742310643,0.012284892845277376,0.011284914542476616,0.0111885135130232,0.010668392884530479,0.009874110432609476,0.008686121548295372,0.008602636532477304,0.007461514124814683,0.006100349057325791,0.005313873283347006,0.00458024800080461,0.003919964947346321,0.003580678332272718,0.003525171836972338,0.0030696954229987752,0.0026211075299237513,0.0022142016197687687,0.0018290990263928463,0.0015307784541541331,0.0012691691739273384,0.001038354907849964,0.0008666741023755441,0.0007391008682812777,0.0006463269883133,0.0005650295698681,0.0004993280276676,0.0004444736222466,0.0004112910455687,0.0004086474480108,0.0003745091757477,0.0003417466366838,0.0003139915332048,0.0002781068329816,0.0002413456153828,0.0002200464614444,0.0002134077380221,0.0001875611371588,0.0001622773631128,0.0001399267267679,0.0001244670881946,0.0001222267781631,0.0001061758173241,9.219828331007828e-05,7.99921896856751e-05,7.919509121142698e-05,6.891360243302815e-05,5.935430107809915e-05,5.137381469968671e-05,4.442930131514732e-05,3.821798785965278e-05,3.342200931978533e-05,3.2800470233244166e-05,2.8108103054170502e-05,2.4057400343695725e-05,2.051896222142215e-05,1.745011852591825e-05
46,1,46,0.0105006009354433,0.3655365871541849,0.0134669614177259,0.0688401069892872,2.3846189962648445,4.191739553441939,0.0105728743664944,0.0105837131891937,0.0105941831242871,0.0106077703363084,0.0106203585957734,0.0106434214736611,0.010665652205048,0.0107031168593011,0.0107656721566252,0.0108369247359811,0.0108498448126338,0.0108490924217773,0.0109333179943677,0.011132115442495,0.0111938864984647,0.0113353921954835,0.0114044830376946,0.0117705169187712,0.0120466787891472,0.0125677843044389,0.0133393648149817,0.014145073971114,0.0151265621699835,0.0157848938225693,0.016898206957211,0.0169356412386145,0.0175959968038875,0.0182841075040523,0.0187673673340313,0.020887301980145,0.0225052598338252,0.02310576929229,0.023275021112992,0.0244429754614989,0.0256735907828045,0.0265786197839024,0.0276350881159868,0.027855033125487,0.0290134457989985,0.0296322100755581,0.0288846593217812,0.02806386688827,0.0285070182595729,0.0288597139992596,0.0277400062346507,0.0256239929338604,0.0253726517352862,0.0241269145756595,0.0229824797634505,0.0217044624721022,0.0204912132220988,0.0202546969535158,0.0194799078336311,0.01907501928691888,0.01848594863936336,0.017157027393448203,0.01630420451392239,0.015123111948837144,0.014914287648102176,0.013378325517290162,0.012074779091656584,0.010622015185151412,0.01060563386638647,0.009435866809986466,0.008519903103895957,0.00765804771414503,0.006618923226327008,0.0058628302542386435,0.004928424979239253,0.004782334450355995,0.00384838981591721,0.0031410878239424072,0.0026570338782602215,0.0022675158931213055,0.001974786653378762,0.0017678016407816127,0.0015274461792417714,0.0013003177049130147,0.0011054207998684872,0.0009479818097005,0.0008379655646177,0.0007379479208924,0.0006366736512896,0.000547665524688,0.0005419909197644,0.0004616864755862,0.0003928921124483,0.0003310501859729,0.0002756306752562,0.0002298244884059,0.0002001979817574,0.0001913503463842,0.0001617614750259,0.0001385292317548,0.000120135572708,0.0001068959334349,0.0001049845647452,9.107353180747646e-05,7.87654223835098e-05,6.856213366485277e-05,6.792743517549352e-05,5.935457537538176e-05,5.141258664071459e-05,4.4373496364622686e-05,3.818553842393656e-05,3.2783036007436766e-05,2.863322990388926e-05,2.809208178505336e-05,2.403727064218211e-05,2.057502834910592e-05,1.7623311605614345e-05,1.5120116906162969e-05
58,1,58,0.002064839579562,0.0817112174220173,0.0055090949161378,0.0051662772432407,5.422342813276265,9.44897186518711,0.0020766399140035,0.0020785208393043,0.0020807187513513,0.0020832828712971,0.0020865300951288,0.0020905417748042,0.0020954513957734,0.0020998176096398,0.002104747509889,0.0021125429188429,0.002115036639522,0.0021154752975819,0.0021287742572684,0.0021397312994857,0.0021604810050788,0.0021862053295518,0.002208829254708,0.0022320101428688,0.002269987916138,0.002330058911586,0.0024041229182705,0.0024611054439184,0.0025693866782212,0.0026698931745043,0.0027499049496794,0.0027607688302347,0.0029165191736988,0.0031067222565962,0.0033259315736804,0.0034724560670786,0.0038006015284249,0.0041707015492353,0.0045278359124697,0.0045500489186981,0.0046902750755788,0.0048586002489153,0.0050171714389814,0.005323203411205,0.0055292657618801,0.0056749280269964,0.0057021030643286,0.0058237606524848,0.0059101792841648,0.0055921649530394,0.0057764952392142,0.0056063891226985,0.0055738582080218,0.005222294169752,0.0054828378700667,0.0054469441049469,0.0051463193932674,0.004765867375089,0.004590147820353,0.0045414863755619,0.0042920661602988,0.0037076771607223,0.0035148836159026,0.0034024812238517,0.0033471590637897,0.0029384250600733,0.0027875086506037,0.0025642909000596,0.0025469735106564,0.0022139574984213,0.001963556177055,0.0017740264847398,0.0015388665924447,0.0013101813021763,0.001154388700992,0.0011296094080097,0.0009582035847178,0.0008159231897508,0.000684497763376,0.000570698430512,0.0004575103265738,0.000373239174834,0.0002963001532551,0.000248242427498,0.0002246332658398,0.0002019469560198,0.0001919841168843,0.0002129384515538,0.000205458561417,0.0001904377656858,0.000189083914821,0.0001659540836186,0.0001374933875183,0.0001210036805497,9.486907587038546e-05,7.54000287417414e-05,6.531039730243144e-05,6.189312307986615e-05,5.070321695837871e-05,4.2770924136871234e-05,3.633316967017746e-05,3.28228230320515e-05,3.2772893901972006e-05,3.255505931957312e-05,2.9937643445184427e-05,2.622171963503459e-05,2.5869501224999635e-05,2.1205251666031904e-05,1.7913248219945923e-05,1.4985501849390708e-05,1.238098998772352e-05,1.0579319315451996e-05,8.973316276219804e-06,8.843053626515788e-06,7.696434378727246e-06,6.462354599955661e-06,5.630185356362149e-06,4.904912933837306e-06
71,1,71,0.0035226694741477,0.159646729583376,0.0086574978871352,0.0143514129258606,4.674729193230351,8.35919966441351,0.0035369756587365,0.0035391893428252,0.0035424174281488,0.0035460035738073,0.0035500129778823,0.0035535504844908,0.003558327029696,0.003562781832282,0.0035702952041112,0.0035771317068497,0.0035900704756102,0.0035913168147194,0.0036063314624447,0.0036197659774351,0.0036367665820952,0.0036543738780339,0.0036916779151379,0.003754395804083,0.0038127672474658,0.003854535610427,0.0039375732094732,0.0040523700560464,0.004273082690605,0.0042901472421219,0.0046493917395915,0.0046645179698413,0.0047865385859917,0.0050255735684329,0.005384218603781,0.005651051373555,0.0057483700677064,0.0062067859586588,0.0066909178454456,0.0073136279017342,0.0078829691138955,0.0081992718919173,0.0085631584296085,0.0089789088754541,0.0094326559187148,0.0095045298456115,0.0096075312867393,0.0094429058556307,0.0097747008859301,0.0097880767244153,0.010012738507001,0.0100380720119338,0.0100743854941438,0.0106968685648365,0.0100292597383568,0.0091217966366649,0.0088474520954109,0.0087259471570111,0.0086937697864615,0.0086450855166645,0.0083778047064908,0.0069738363524355,0.0062706797537483,0.0061182541305963,0.0060641583303699,0.0058441965723846,0.0053160391249139,0.0047438095849655,0.0046963024505711,0.0043884654634813,0.0039144720592998,0.0033655066314727,0.0030605080449776,0.0027054627821527,0.0022726331996878,0.002234663863951,0.0019825641119398,0.0016741692670417,0.0013607896562991,0.0010691551250062,0.0008407368854151,0.0006717705576273,0.0005559496750096,0.0004515943805514,0.0003840985083423,0.0003207466482384,0.0002910273620415,0.0002516710292693,0.0002202081159704,0.0001862230487823,0.0001836389181469,0.0001485757339159,0.0001220317799668,0.0001040098428761,9.026667258743072e-05,8.501403757254307e-05,7.847736365161654e-05,7.45719737371102e-05,6.083693617500489e-05,5.176950538187304e-05,4.473522953045918e-05,4.15199703937096e-05,4.115789439233152e-05,3.56097712560713e-05,2.814082067578372e-05,2.305768950556048e-05,2.2849559337012035e-05,2.0950736699900703e-05,1.9245697239269687e-05,1.7343488086847946e-05,1.4967681249297592e-05,1.2312119147939922e-05,1.0496590322675978e-05,1.026955086400578e-05,8.52943288357033e-06,7.407074714707649e-06,6.41068973474606e-06,5.52643202604367e-06
89,1,89,0.0272115512199029,0.910764100000294,0.0272974361556333,0.387523242905727,1.782254294395912,3.0313998432373133,0.0274397302286254,0.027476693057511,0.027518100183237,0.0275753069618122,0.0276394153894526,0.0277116306289827,0.0278153863281957,0.0278750718456714,0.0280234088672515,0.0281831692040207,0.0284075204128312,0.0284315906503705,0.028775162742244,0.0291071999226824,0.0295158818146906,0.02989358068811,0.0308489920890024,0.03127739014282,0.0317610778921788,0.0321075789108149,0.0337663843189307,0.0353443120032966,0.0371143517592187,0.0385979855086525,0.0406005980955457,0.0408168170781718,0.0433811285020795,0.0462489719272439,0.0495876810850187,0.0556434344159081,0.0622966135225194,0.0624805880149957,0.064373340244022,0.0659208844202664,0.0693702208385673,0.0657301043282073,0.0691453001381242,0.0678549226094066,0.0688223100464019,0.0723448996709579,0.0780102346788815,0.0789237119890094,0.0753013304078145,0.0731628105048187,0.0711439039136899,0.064243529467431,0.0639083176231939,0.0578527054270099,0.0587680093387547,0.058353433835761,0.0554026665521984,0.0506697944507331,0.0479061095583288,0.047331845066536996,0.044140393787660395,0.04191709850655204,0.03868615788267019,0.03774280607886868,0.037531666119982786,0.035646565894578715,0.03186133224118512,0.02980347420725172,0.029919568866420148,0.027065790084021487,0.023435658021378366,0.019629424343742752,0.016867771912190212,0.014745570977053259,0.013013995079600158,0.01272708258085597,0.010649951978575463,0.008666503584906374,0.007034421870281442,0.005560209908670117,0.004450555980348742,0.0035947743643591845,0.002967324782116926,0.0024485601504084325,0.0020427836309703405,0.0017942824495358,0.0015766781211087,0.0013363295252362,0.0011384207558761,0.0009675192723183,0.0009564648834364,0.0008113039597201,0.0006920603930205,0.0005894284012448,0.0004997416920432,0.0004225279889796,0.0003727579605618,0.0003565493489048,0.0002983192445082,0.0002523817396909,0.0002150714673499,0.0001866793344386,0.0001826762848635,0.0001559380971807,0.0001334029971607,0.0001141431677172,0.0001129740287611,9.762565682127075e-05,8.3518060154253e-05,7.166087648180059e-05,6.162797080362183e-05,5.308420521321516e-05,4.662623988195738e-05,4.5791212322102976e-05,3.954593738342832e-05,3.4172139564221546e-05,2.95454938135575e-05,2.5559355387546415e-05
180,1,180,0.0081500036902847,0.2833270580807287,0.0118055490022876,0.047224904224159,2.7998844417650988,4.731982223146367,0.0082188247926855,0.0082296944219056,0.0082446505326037,0.0082616092654338,0.0082791089581843,0.0083051236746697,0.0083304791681875,0.0083510986211963,0.0083667333140603,0.0084086056966262,0.0084322253964426,0.0084318010715165,0.0084653992780262,0.0086235950818983,0.0087542000921726,0.0088424918760975,0.0091082696393226,0.0093238138020838,0.0096551298105401,0.0101270053870761,0.0105752461684619,0.0109164588140592,0.0111629073030024,0.0117198137740868,0.0128553740730446,0.0129469080099862,0.0138039816177813,0.0152769535006403,0.0164802596678044,0.0171930749879911,0.0182954632299297,0.0193729289429715,0.0192499586379608,0.0195636898376515,0.0195395707791515,0.0196348002492159,0.020078413869412552,0.021505662566927125,0.022426927411540412,0.023002071724677848,0.02132377425704493,0.02009072228146156,0.018350683375506816,0.017609094172328567,0.016175836025861073,0.014814515957064855,0.014727643357823339,0.014054999406699877,0.013504555661418218,0.012396026016141934,0.011373689660468566,0.010440028600178062,0.009691146355478398,0.009477712271551583,0.008782658479851277,0.00837327662329821,0.007657044185445787,0.006802874021335621,0.0066888228821968924,0.005923238655634387,0.005367940247201141,0.004945968813376361,0.004883946466682926,0.004113591678243732,0.0035289519969956525,0.0032132400911175857,0.0030644543836068783,0.0027077667554745565,0.0023922044913465054,0.00235776395136848,0.0020374705445781074,0.0016654659842142824,0.0013709466535157843,0.0011821686212489437,0.0010243173580587346,0.0008417211866004299,0.000709937903716339,0.0006092193472483852,0.0005330804156478628,0.0004792820270137423,0.00041424688088219255,0.00034564756106092724,0.0002813522595305913,0.00023598205969515174,0.00023494551652389413,0.0002084229080148012,0.00017907493576191637,0.000153107634301082,0.00013045338856842764,0.00011007024133200602,9.804490907079978e-05,9.47915726658521e-05,8.252098092746781e-05,7.287938746702711e-05,6.504870744120947e-05,5.821607472190375e-05,5.7408831268593175e-05,4.974648033506358e-05,4.356133929904048e-05,3.8003226999863725e-05,3.778693381057022e-05,3.327814443875966e-05,2.9054923200222998e-05,2.520740941473622e-05,2.1895005598794902e-05,1.889053851680259e-05,1.6511740158621735e-05,1.6147438749140172e-05,1.380916953924906e-05,1.1768498844065896e-05,9.992706744198795e-06,8.5063276136501e-06
